fecha_hora,temperatura,humedad,sonido,distancia
2025-06-07 20:38:36,26.8,68.0,52.4,60.2
2025-06-07 20:38:36,26.8,68.0,52.4,59.9
2025-06-07 20:38:36,26.8,68.0,52.4,59.8
2025-06-07 20:38:36,26.8,68.0,52.4,59.4
2025-06-07 20:38:36,26.8,68.0,52.4,59.7
2025-06-07 20:38:36,26.8,68.0,52.4,59.8
2025-06-07 20:38:36,26.8,68.0,52.4,59.4
2025-06-07 20:38:36,26.8,68.0,52.4,59.3
2025-06-07 20:38:36,26.8,68.0,52.4,59.0
2025-06-07 20:38:36,26.8,68.0,52.4,58.9
2025-06-07 20:38:36,26.8,68.0,52.4,59.3
2025-06-07 20:38:36,26.8,68.0,52.4,58.5
2025-06-07 20:38:36,26.8,68.0,52.4,59.4
2025-06-07 20:38:36,26.5,68.5,52.4,64.0
2025-06-07 20:38:37,26.5,68.5,52.4,59.8
2025-06-07 20:38:37,26.4,68.5,52.4,59.0
2025-06-07 20:38:37,26.4,68.5,52.4,58.4
2025-06-07 20:38:37,26.4,68.5,52.4,58.4
2025-06-07 20:38:37,26.5,68.5,52.4,59.4
2025-06-07 20:38:37,26.5,68.5,52.4,59.3
2025-06-07 20:38:38,26.5,68.5,52.4,59.0
2025-06-07 20:38:38,26.5,68.5,52.4,59.0
2025-06-07 20:38:38,26.5,68.5,52.4,60.7
2025-06-07 20:38:38,26.5,68.5,52.4,59.0
2025-06-07 20:38:38,26.4,68.6,52.6,59.4
2025-06-07 20:38:38,26.4,68.6,52.4,58.9
2025-06-07 20:38:38,26.4,68.6,52.4,59.0
2025-06-07 20:38:38,26.4,68.6,52.4,59.0
2025-06-07 20:38:38,26.4,68.6,52.4,58.9
2025-06-07 20:38:38,26.4,68.6,52.4,58.5
2025-06-07 20:38:38,26.5,68.6,52.4,59.3
2025-06-07 20:38:38,26.5,68.6,52.4,59.3
2025-06-07 20:38:38,26.5,68.6,52.4,58.6
2025-06-07 20:38:38,26.4,68.7,52.9,59.0
2025-06-07 20:38:38,26.4,68.7,52.6,63.5
2025-06-07 20:38:38,26.4,68.7,52.3,65.7
2025-06-07 20:38:39,26.4,69.4,52.3,64.8
2025-06-07 20:38:39,26.4,69.4,52.3,70.1
2025-06-07 20:38:39,26.4,69.4,52.4,64.4
2025-06-07 20:38:39,26.5,69.5,52.4,64.9
2025-06-07 20:38:39,26.5,69.5,52.4,64.0
2025-06-07 20:38:39,26.5,69.5,52.3,64.4
2025-06-07 20:38:39,26.5,69.6,52.3,64.0
2025-06-07 20:38:39,26.5,69.6,52.3,65.7
2025-06-07 20:38:39,26.5,69.6,52.3,64.0
2025-06-07 20:38:39,26.5,69.5,53.3,68.4
2025-06-07 20:38:39,26.5,69.5,53.4,64.7
2025-06-07 20:38:39,26.5,69.5,52.4,6.0
2025-06-07 20:38:39,26.5,69.4,52.6,64.3
2025-06-07 20:38:39,26.5,69.4,52.5,0.0
2025-06-07 20:38:39,26.5,69.4,52.6,56.7
2025-06-07 20:38:40,26.5,69.6,52.6,57.4
2025-06-07 20:38:40,26.5,69.6,52.5,57.3
2025-06-07 20:38:40,26.5,69.6,52.3,57.4
2025-06-07 20:38:40,26.5,70.3,52.4,8.9
2025-06-07 20:38:40,26.5,70.3,52.5,7.9
2025-06-07 20:38:40,26.5,70.3,52.4,5.6
2025-06-07 20:38:40,26.6,72.1,52.4,74.6
2025-06-07 20:38:40,26.6,72.1,52.4,70.5
2025-06-07 20:38:40,26.6,72.1,52.4,58.3
2025-06-07 20:38:40,26.6,72.7,52.4,75.1
2025-06-07 20:38:40,26.6,72.7,52.4,70.5
2025-06-07 20:38:40,26.6,72.7,52.4,67.5
2025-06-07 20:38:40,26.7,72.4,52.4,70.0
2025-06-07 20:38:40,26.7,72.4,52.4,74.7
2025-06-07 20:38:40,26.7,72.4,52.4,68.3
2025-06-07 20:38:40,26.8,72.1,52.5,75.1
2025-06-07 20:38:40,26.8,72.1,52.5,75.2
2025-06-07 20:38:40,26.8,72.1,52.4,66.3
2025-06-07 20:38:40,26.8,71.8,52.4,65.0
2025-06-07 20:38:40,26.8,71.8,52.4,70.5
2025-06-07 20:38:40,26.8,71.8,52.5,74.8
2025-06-07 20:38:40,26.9,71.2,52.4,74.8
2025-06-07 20:38:40,26.9,71.2,52.4,75.2
2025-06-07 20:38:40,26.9,71.2,52.4,75.2
2025-06-07 20:38:41,26.9,70.7,52.4,75.5
2025-06-07 20:38:41,26.9,70.7,52.4,74.6
2025-06-07 20:38:41,26.9,70.7,52.4,59.3
2025-06-07 20:38:41,26.9,70.2,52.4,74.8
2025-06-07 20:38:41,26.9,70.2,52.4,75.3
2025-06-07 20:38:41,26.9,70.2,52.4,75.2
2025-06-07 20:38:41,27.0,69.8,52.4,75.2
2025-06-07 20:38:41,27.0,69.8,52.6,74.7
2025-06-07 20:38:41,27.0,69.8,53.0,75.2
2025-06-07 20:38:41,27.0,69.3,52.5,74.2
2025-06-07 20:38:41,27.0,69.3,52.4,73.8
2025-06-07 20:38:42,27.0,69.3,52.4,73.9
2025-06-07 20:38:43,27.0,69.0,52.4,59.3
2025-06-07 20:38:44,27.0,69.0,52.4,74.3
2025-06-07 20:38:45,27.0,69.0,52.5,58.9
2025-06-07 20:38:46,27.0,68.7,52.4,58.5
2025-06-07 20:38:47,27.0,68.7,52.4,72.6
2025-06-07 20:38:48,27.0,68.7,52.4,72.6
2025-06-07 20:38:49,27.1,68.5,52.4,69.2
2025-06-07 20:38:50,27.1,68.5,52.4,73.0
2025-06-07 20:38:51,27.1,68.5,52.4,69.3
2025-06-07 20:38:51,27.1,68.2,52.4,69.2
2025-06-07 20:38:52,27.1,68.2,52.5,58.1
2025-06-07 20:38:53,27.1,68.2,52.4,73.9
2025-06-07 20:38:54,27.0,68.0,52.4,76.6
2025-06-07 20:38:55,27.0,68.0,52.4,74.6
2025-06-07 20:38:56,27.0,68.0,52.4,74.2
2025-06-07 20:38:57,27.1,67.8,52.4,73.9
2025-06-07 20:38:58,27.1,67.8,52.4,73.0
2025-06-07 20:38:59,27.1,67.8,52.4,73.0
2025-06-07 20:39:00,27.1,67.7,52.4,73.4
2025-06-07 20:39:01,27.1,67.7,52.4,76.9
2025-06-07 20:39:02,27.1,67.7,52.4,75.2
2025-06-07 20:39:03,27.1,67.5,52.6,74.8
2025-06-07 20:39:04,27.1,67.5,52.4,74.6
2025-06-07 20:39:05,27.1,67.5,52.4,74.2
2025-06-07 20:39:06,27.1,67.3,52.4,74.2
2025-06-07 20:39:07,27.1,67.3,52.4,73.5
2025-06-07 20:39:08,27.1,67.3,52.4,58.5
2025-06-07 20:39:09,27.1,67.2,52.4,76.1
2025-06-07 20:39:10,27.1,67.2,52.5,76.6
2025-06-07 20:39:11,27.1,67.2,52.4,75.6
2025-06-07 20:39:12,27.1,67.2,52.4,74.6
2025-06-07 20:39:13,27.1,67.2,52.4,58.0
2025-06-07 20:39:14,27.1,67.2,52.4,73.4
2025-06-07 20:39:15,27.1,67.1,52.4,3.7
2025-06-07 20:39:16,27.1,67.1,52.4,4.9
2025-06-07 20:39:17,27.1,67.1,52.4,73.8
2025-06-07 20:39:18,27.1,67.1,52.4,74.3
2025-06-07 20:39:19,27.1,67.1,52.4,74.7
2025-06-07 20:39:20,27.1,67.1,52.4,75.7
2025-06-07 20:39:21,27.1,67.0,52.4,75.1
2025-06-07 20:39:22,27.1,67.0,52.4,75.5
2025-06-07 20:39:23,27.1,67.0,52.4,76.1
2025-06-07 20:39:24,27.0,66.9,52.4,75.6
2025-06-07 20:39:25,27.0,66.9,52.4,75.2
2025-06-07 20:39:26,27.0,66.9,52.4,58.8
2025-06-07 20:39:27,27.1,67.0,52.4,74.7
2025-06-07 20:39:27,27.1,67.0,52.4,58.9
2025-06-07 20:39:28,27.1,67.0,52.4,74.3
2025-06-07 20:39:29,27.0,66.9,52.4,73.8
2025-06-07 20:39:30,27.0,66.9,52.4,74.3
2025-06-07 20:39:31,27.0,66.9,52.4,74.2
2025-06-07 20:39:32,27.0,67.0,52.4,74.8
2025-06-07 20:39:33,27.0,67.0,52.4,74.3
2025-06-07 20:39:34,27.0,67.0,52.4,73.8
2025-06-07 20:39:35,27.0,66.9,52.4,73.8
2025-06-07 20:39:36,27.0,66.9,52.4,73.7
2025-06-07 20:39:37,27.0,66.9,52.4,75.6
2025-06-07 20:39:38,27.0,66.9,52.4,57.5
2025-06-07 20:39:39,27.0,66.9,52.4,59.2
2025-06-07 20:39:40,27.0,66.9,52.4,75.7
2025-06-07 20:39:41,27.0,66.9,52.4,75.2
2025-06-07 20:39:42,27.0,66.9,52.4,74.4
2025-06-07 20:39:43,27.0,66.9,52.6,68.9
2025-06-07 20:39:44,27.0,66.9,52.5,70.1
2025-06-07 20:39:45,27.0,66.9,52.5,69.2
2025-06-07 20:39:46,27.0,66.9,52.4,58.5
2025-06-07 20:39:47,27.0,66.9,52.4,74.4
2025-06-07 20:39:48,27.0,66.9,52.4,74.3
2025-06-07 20:39:49,27.0,66.9,52.4,74.3
2025-06-07 20:39:50,27.0,66.9,52.4,57.9
2025-06-07 20:39:51,27.0,66.9,52.4,74.4
2025-06-07 20:39:52,27.0,66.9,52.4,69.6
2025-06-07 20:39:53,27.0,66.8,52.4,59.6
2025-06-07 20:39:54,27.0,66.8,52.4,73.5
2025-06-07 20:39:55,27.0,66.8,52.4,74.6
2025-06-07 20:39:56,27.0,66.9,52.4,69.2
2025-06-07 20:39:57,27.0,66.9,52.4,58.4
2025-06-07 20:39:58,27.0,66.9,52.4,73.7
2025-06-07 20:39:59,26.9,67.0,52.4,74.7
2025-06-07 20:40:00,26.9,67.0,52.4,75.2
2025-06-07 20:40:01,26.9,67.0,52.4,58.0
2025-06-07 20:40:02,26.9,67.0,52.4,73.8
2025-06-07 20:40:02,26.9,67.0,52.4,58.3
2025-06-07 20:40:03,26.9,67.0,52.4,57.5
2025-06-07 20:40:04,27.0,67.0,52.4,73.9
2025-06-07 20:40:05,27.0,67.0,52.4,58.8
2025-06-07 20:40:06,27.0,67.0,52.4,73.0
2025-06-07 20:40:07,26.9,67.0,52.4,74.8
2025-06-07 20:40:08,26.9,67.0,52.4,74.6
2025-06-07 20:40:09,26.9,67.0,52.4,75.2
2025-06-07 20:40:10,26.9,66.9,52.4,74.6
2025-06-07 20:40:11,26.9,66.9,52.4,74.2
2025-06-07 20:40:12,26.9,66.9,52.4,74.2
2025-06-07 20:40:13,26.9,67.0,52.4,70.5
2025-06-07 20:40:14,26.9,67.0,52.4,70.5
2025-06-07 20:40:15,26.9,67.0,52.4,75.1
2025-06-07 20:40:16,26.9,67.0,52.4,75.5
2025-06-07 20:40:17,26.9,67.0,52.4,74.6
2025-06-07 20:40:18,26.9,67.0,52.4,73.7
2025-06-07 20:40:19,26.9,67.0,52.4,58.0
2025-06-07 20:40:20,26.9,67.0,52.4,58.0
2025-06-07 20:40:21,26.9,67.0,52.4,70.0
2025-06-07 20:40:22,26.9,67.0,52.4,68.8
2025-06-07 20:40:23,26.9,67.0,52.4,74.2
2025-06-07 20:40:24,26.9,67.0,52.4,73.0
2025-06-07 20:40:25,26.9,67.1,52.4,58.4
2025-06-07 20:40:26,26.9,67.1,52.4,58.4
2025-06-07 20:40:27,26.9,67.1,52.4,68.3
2025-06-07 20:40:28,26.9,67.1,52.4,74.6
2025-06-07 20:40:29,26.9,67.1,52.4,68.8
2025-06-07 20:40:30,26.9,67.1,52.4,68.3
2025-06-07 20:40:31,26.9,67.1,52.4,74.3
2025-06-07 20:40:32,26.9,67.1,52.4,70.5
2025-06-07 20:40:33,26.9,67.1,52.4,76.0
2025-06-07 20:40:34,26.8,67.2,52.4,58.4
2025-06-07 20:40:35,26.8,67.2,52.4,58.3
2025-06-07 20:40:36,26.8,67.2,52.4,75.0
2025-06-07 20:40:37,26.9,67.2,52.4,58.4
2025-06-07 20:40:38,26.9,67.2,52.4,75.6
2025-06-07 20:40:38,26.9,67.2,52.4,57.9
2025-06-07 20:40:39,26.8,67.2,52.4,58.9
2025-06-07 20:40:40,26.8,67.2,52.4,58.4
2025-06-07 20:40:41,26.8,67.2,52.4,58.4
2025-06-07 20:40:42,26.8,67.2,52.4,58.0
2025-06-07 20:40:43,26.8,67.2,52.4,74.7
2025-06-07 20:40:44,26.8,67.2,52.4,75.2
2025-06-07 20:40:45,26.9,67.2,52.4,74.8
2025-06-07 20:40:46,26.9,67.2,52.4,58.0
2025-06-07 20:40:47,26.9,67.2,52.4,58.4
2025-06-07 20:40:48,26.8,67.2,52.4,74.8
2025-06-07 20:40:49,26.8,67.2,52.4,76.4
2025-06-07 20:40:50,26.8,67.2,52.4,74.2
2025-06-07 20:40:51,26.8,67.2,52.4,74.2
2025-06-07 20:40:52,26.8,67.2,52.4,75.2
2025-06-07 20:40:53,26.8,67.2,52.4,76.5
2025-06-07 20:40:54,26.8,67.2,52.4,58.8
2025-06-07 20:40:55,26.8,67.2,52.4,73.4
2025-06-07 20:40:56,26.8,67.2,52.4,73.7
2025-06-07 20:40:57,26.8,67.2,52.4,58.0
2025-06-07 20:40:58,26.8,67.2,52.4,58.3
2025-06-07 20:40:59,26.8,67.2,52.4,58.4
2025-06-07 20:41:00,26.8,67.2,52.4,74.3
2025-06-07 20:41:01,26.8,67.2,52.4,75.1
2025-06-07 20:41:02,26.8,67.2,52.4,74.8
2025-06-07 20:41:03,26.8,67.3,52.4,75.6
2025-06-07 20:41:04,26.8,67.3,52.4,74.8
2025-06-07 20:41:05,26.8,67.3,52.4,76.1
2025-06-07 20:41:06,26.8,67.3,52.4,74.7
2025-06-07 20:41:07,26.8,67.3,52.4,74.7
2025-06-07 20:41:07,26.8,67.3,52.4,74.2
2025-06-07 20:41:08,26.8,67.3,52.4,74.2
2025-06-07 20:41:09,26.8,67.3,52.4,73.8
2025-06-07 20:41:09,26.8,67.3,52.4,73.8
2025-06-07 20:41:10,26.8,67.3,52.4,73.9
2025-06-07 20:41:11,26.8,67.3,52.4,73.7
2025-06-07 20:41:12,26.8,67.4,52.4,74.2
2025-06-07 20:41:13,26.8,67.4,52.4,74.7
2025-06-07 20:41:13,26.8,67.4,52.4,74.3
2025-06-07 20:41:14,26.8,67.3,52.4,75.2
2025-06-07 20:41:15,26.8,67.3,52.4,74.2
2025-06-07 20:41:16,26.8,67.3,52.4,75.2
2025-06-07 20:41:17,26.7,67.3,52.4,57.9
2025-06-07 20:41:18,26.7,67.3,52.4,58.8
2025-06-07 20:41:19,26.7,67.3,52.4,73.7
2025-06-07 20:41:20,26.7,67.4,52.4,57.9
2025-06-07 20:41:21,26.7,67.4,52.4,74.2
2025-06-07 20:41:22,26.7,67.4,52.4,74.6
2025-06-07 20:41:23,26.7,67.4,52.4,76.1
2025-06-07 20:41:24,26.7,67.4,52.4,75.1
2025-06-07 20:41:25,26.7,67.4,52.4,75.6
2025-06-07 20:41:26,26.7,67.4,52.4,58.9
2025-06-07 20:41:27,26.7,67.4,52.4,74.1
2025-06-07 20:41:28,26.7,67.4,52.4,58.3
2025-06-07 20:41:36,26.7,67.5,52.4,0.0
2025-06-07 20:41:37,26.7,67.5,52.4,69.6
2025-06-07 20:41:38,26.7,67.5,52.4,72.9
2025-06-07 20:41:39,26.7,67.5,52.4,74.7
2025-06-07 20:41:40,26.7,67.5,52.4,75.1
2025-06-07 20:41:41,26.7,67.5,52.4,73.7
2025-06-07 20:41:42,26.7,67.6,52.4,73.8
2025-06-07 20:41:43,26.7,67.6,52.4,73.7
2025-06-07 20:41:44,26.7,67.6,52.4,73.4
2025-06-07 20:41:45,26.7,67.5,52.4,3.0
2025-06-07 20:41:46,26.7,67.5,52.4,6.6
2025-06-07 20:41:47,26.7,67.5,52.4,8.6
2025-06-07 20:41:48,26.7,67.6,52.4,17.1
2025-06-07 20:41:48,26.7,67.6,52.4,58.9
2025-06-07 20:41:49,26.7,67.6,53.7,58.0
2025-06-07 20:41:50,26.7,67.6,52.4,69.6
2025-06-07 20:41:51,26.7,67.6,52.4,69.6
2025-06-07 20:41:52,26.7,67.6,52.4,74.7
2025-06-07 20:41:53,26.7,67.8,52.4,74.2
2025-06-07 20:41:54,26.7,67.8,52.4,73.4
2025-06-07 20:41:55,26.7,67.8,52.4,73.7
2025-06-07 20:41:56,26.6,68.2,52.4,74.2
2025-06-07 20:41:57,26.6,68.2,52.4,75.6
2025-06-07 20:41:58,26.6,68.2,52.4,74.6
2025-06-07 20:41:59,26.7,68.4,52.4,74.7
2025-06-07 20:42:00,26.7,68.4,53.7,68.8
2025-06-07 20:42:01,26.7,68.4,52.9,69.6
2025-06-07 20:42:02,26.6,68.4,52.7,74.2
2025-06-07 20:42:03,26.6,68.4,52.4,74.6
2025-06-07 20:42:04,26.6,68.4,52.4,68.7
2025-06-07 20:42:05,26.7,69.2,52.4,73.8
2025-06-07 20:42:06,26.7,69.2,52.4,58.9
2025-06-07 20:42:07,26.7,69.2,52.4,58.8
2025-06-07 20:42:08,26.7,70.1,52.4,59.3
2025-06-07 20:42:09,26.7,70.1,52.4,74.3
2025-06-07 20:42:10,26.7,70.1,52.4,74.2
2025-06-07 20:42:11,26.7,70.2,52.4,58.9
2025-06-07 20:42:12,26.7,70.2,52.4,74.2
2025-06-07 20:42:13,26.7,70.2,52.4,73.7
2025-06-07 20:42:14,26.7,70.0,52.4,58.4
2025-06-07 20:42:15,26.7,70.0,52.4,58.9
2025-06-07 20:42:16,26.7,70.0,52.4,58.3
2025-06-07 20:42:17,26.7,69.7,52.4,57.9
2025-06-07 20:42:18,26.7,69.7,52.4,73.8
2025-06-07 20:42:19,26.7,69.7,52.4,58.9
2025-06-07 20:42:20,26.6,69.5,52.4,58.4
2025-06-07 20:42:21,26.6,69.5,52.4,74.3
2025-06-07 20:42:22,26.6,69.5,52.4,58.9
2025-06-07 20:42:23,26.6,69.2,52.4,58.4
2025-06-07 20:42:23,26.6,69.2,52.4,59.2
2025-06-07 20:42:24,26.6,69.2,52.4,58.0
2025-06-07 20:42:25,26.6,69.0,52.4,73.4
2025-06-07 20:42:26,26.6,69.0,52.4,74.2
2025-06-07 20:42:27,26.6,69.0,52.4,73.4
2025-06-07 20:42:28,26.6,68.9,52.4,58.4
2025-06-07 20:42:29,26.6,68.9,52.4,58.9
2025-06-07 20:42:30,26.6,68.9,52.4,57.9
2025-06-07 20:42:31,26.6,68.7,52.4,58.8
2025-06-07 20:42:32,26.6,68.7,52.4,58.3
2025-06-07 20:42:33,26.6,68.7,52.4,58.7
2025-06-07 20:42:34,26.6,68.6,52.4,58.0
2025-06-07 20:42:35,26.6,68.6,52.4,58.3
2025-06-07 20:42:36,26.6,68.6,52.4,58.4
2025-06-07 20:42:37,26.6,68.5,52.4,72.9
2025-06-07 20:42:38,26.6,68.5,52.4,73.0
2025-06-07 20:42:39,26.6,68.5,52.4,57.9
2025-06-07 20:42:40,26.6,68.4,52.4,73.4
2025-06-07 20:42:41,26.6,68.4,52.4,58.4
2025-06-07 20:42:42,26.6,68.4,52.4,58.9
2025-06-07 20:42:43,26.6,68.3,52.4,58.4
2025-06-07 20:42:44,26.6,68.3,52.4,73.8
2025-06-07 20:42:45,26.6,68.3,52.4,58.7
2025-06-07 20:42:46,26.6,68.3,52.4,57.9
2025-06-07 20:42:47,26.6,68.3,52.4,57.9
2025-06-07 20:42:48,26.6,68.3,52.4,75.0
2025-06-07 20:42:49,26.6,68.2,52.4,75.6
2025-06-07 20:42:50,26.6,68.2,52.4,58.0
2025-06-07 20:42:51,26.6,68.2,52.4,70.5
2025-06-07 20:42:52,26.6,68.2,52.4,73.3
2025-06-07 20:42:53,26.6,68.2,52.4,73.0
2025-06-07 20:42:54,26.6,68.2,52.4,58.3
2025-06-07 20:42:55,26.6,68.2,52.4,71.2
2025-06-07 20:42:56,26.6,68.2,52.4,69.6
2025-06-07 20:42:57,26.6,68.2,52.4,68.7
2025-06-07 20:42:58,26.6,68.2,52.4,58.4
2025-06-07 20:45:41,60.0,68.2,52.4,58.9
2025-06-07 20:45:41,26.6,68.2,52.4,57.9
2025-06-07 20:45:41,26.6,68.1,52.4,75.1
2025-06-07 20:45:41,26.6,68.1,52.4,74.2
2025-06-07 20:45:41,26.6,68.1,52.4,69.6
2025-06-07 20:45:41,26.6,68.2,52.4,69.1
2025-06-07 20:45:41,26.6,68.2,52.4,68.3
2025-06-07 20:45:41,26.6,68.2,52.4,68.7
2025-06-07 20:45:41,26.6,68.2,52.4,58.3
2025-06-07 20:45:41,26.6,68.2,52.4,73.8
2025-06-07 20:45:41,26.6,68.2,52.4,74.3
2025-06-07 20:45:41,26.6,68.1,52.4,73.8
2025-06-07 20:45:41,26.6,68.1,52.4,58.0
2025-06-07 20:45:41,26.6,68.1,52.4,58.0
2025-06-07 20:45:41,26.6,68.1,52.4,73.8
2025-06-07 20:45:41,26.6,68.1,52.4,73.3
2025-06-07 20:45:41,26.6,68.1,52.4,74.8
2025-06-07 20:45:41,26.6,68.1,52.4,74.2
2025-06-07 20:45:41,26.6,68.1,52.4,74.7
2025-06-07 20:45:41,26.6,68.1,52.4,75.0
2025-06-07 20:45:41,26.6,68.1,52.4,74.6
2025-06-07 20:45:41,26.6,68.1,52.4,74.3
2025-06-07 20:45:41,26.6,68.1,52.4,74.6
2025-06-07 20:45:42,26.6,68.1,52.4,74.6
2025-06-07 20:45:42,26.6,68.1,52.4,75.0
2025-06-07 20:45:42,26.6,68.1,52.4,74.7
2025-06-07 20:45:42,26.5,68.1,52.4,74.2
2025-06-07 20:45:42,26.5,68.1,52.4,75.1
2025-06-07 20:45:42,26.5,68.1,52.4,58.7
2025-06-07 20:45:42,26.6,68.1,52.4,75.5
2025-06-07 20:45:42,26.6,68.1,52.4,74.2
2025-06-07 20:45:42,26.6,68.1,52.4,74.2
2025-06-07 20:45:42,26.6,68.1,52.4,73.9
2025-06-07 20:45:42,26.6,68.1,52.4,58.4
2025-06-07 20:45:42,26.6,68.1,52.4,73.4
2025-06-07 20:45:42,26.5,68.1,52.4,73.8
2025-06-07 20:45:42,26.5,68.1,52.4,72.9
2025-06-07 20:45:42,26.5,68.1,52.4,74.7
2025-06-07 20:45:42,26.5,68.2,52.4,74.7
2025-06-07 20:45:42,26.5,68.2,52.4,57.9
2025-06-07 20:45:42,26.5,68.2,52.4,70.0
2025-06-07 20:45:42,26.5,68.1,52.4,72.5
2025-06-07 20:45:42,26.5,68.1,52.4,72.9
2025-06-07 20:45:42,26.5,68.1,52.4,58.8
2025-06-07 20:45:42,26.5,68.1,52.4,58.8
2025-06-07 20:45:42,26.5,68.1,52.4,58.4
2025-06-07 20:45:42,26.5,68.1,52.4,74.7
2025-06-07 20:45:42,26.4,68.5,52.4,73.8
2025-06-07 20:45:43,26.4,68.5,52.4,73.3
2025-06-07 20:45:44,26.4,68.5,52.4,73.7
2025-06-07 20:45:45,26.4,68.5,52.4,58.4
2025-06-07 20:45:46,26.4,68.5,52.4,73.2
2025-06-07 20:45:47,26.4,68.4,52.4,68.7
2025-06-07 20:45:48,26.4,68.4,52.4,68.3
2025-06-07 20:45:49,26.4,68.4,52.4,68.3
2025-06-07 20:45:50,26.4,68.4,52.4,58.4
2025-06-07 20:45:51,26.4,68.4,52.4,68.3
2025-06-07 20:45:52,26.4,68.4,52.4,58.8
2025-06-07 20:45:53,26.4,68.4,52.4,58.3
2025-06-07 20:45:54,26.4,68.4,52.4,74.7
2025-06-07 20:45:55,26.4,68.4,52.4,74.3
2025-06-07 20:45:56,26.4,68.5,52.4,74.2
2025-06-07 20:45:57,26.4,68.5,52.4,73.8
2025-06-07 20:45:57,26.4,68.5,52.4,69.1
2025-06-07 20:45:58,26.4,68.5,52.4,58.0
2025-06-07 20:45:59,26.4,68.5,52.4,57.5
2025-06-07 20:46:00,26.4,68.5,52.4,73.3
2025-06-07 20:46:01,26.4,68.5,52.4,73.4
2025-06-07 20:46:04,26.4,68.5,52.4,73.7
